Grant,Sponsored Program,Sponsored Class,Sp Class, May Expenses,,,
120820,90064368,612000,Administrative Salar,$ 104.17,,,
120820,90064368,620000,Fringe Benefits,$ 223.79,,,
120820,90064368,630000,Supplies & Materials,$ 13.88,,,
120820,90064368,642500,Other Expenses,$ 5.00,,,
120820,90064368,690007,Recharge,$ 100.19,,,
120820,90064368,699999,Facilities & Admin C,$ 231.43,,,
120820,90064369,610000,Salaries & Wages,"$ 2,322.74",,,
120820,90064369,620000,Fringe Benefits,$ 691.98,,,
120820,90064369,630000,Supplies & Materials,$ 210.01,,,
120820,90064369,637000,Repairs & Maintenanc,$ 220.52,,,
120820,90064369,640102,Leased Facilities Ex,$ 122.54,,,
120820,90064369,640300,Contractual Services,$ 57.45,,,
120820,90064369,641400,Telecommunications,$ 391.03,,,
120820,90064369,642500,Other Expenses,$ 90.61,,,
120820,90064369,643000,Other Expenses Exclu,$ (9.02),,,
120820,90064369,652100,Travel Foreign,$ 520.30,,,
120820,90064369,690007,Recharge,$ 461.82,,,
120820,90064369,699999,Facilities & Admin C,"$ 1,042.96",,,
120889,90064510,610000,Salaries & Wages,"$ 7,210.27",,,
120889,90064510,612000,Administrative Salar,"$ 1,011.69",,,
120889,90064510,620000,Fringe Benefits,"$ 2,550.46",,,
120889,90064510,642500,Other Expenses,$ 158.76,,,
120889,90064510,652000,Travel Domestic,$ 123.77,,,
120889,90064510,690007,Recharge,"$ 1,105.51",,,
120889,90064510,699999,Facilities & Admin C,"$ 2,067.28",,,
120889,90064511,610000,Salaries & Wages,"$ 159,905.83",,,
120889,90064511,620000,Fringe Benefits,"$ 17,169.93",,,
120889,90064511,630000,Supplies & Materials,"$ 19,064.00",,,
120889,90064511,637000,Repairs & Maintenanc,"$ 12,436.82",,,
120889,90064511,640102,Leased Facilities Ex,"$ 12,451.25",,,
120889,90064511,640300,Contractual Services,"$ (35,667.75)",,,
120889,90064511,641400,Telecommunications,"$ 1,714.92",,,
120889,90064511,642500,Other Expenses,"$ 14,684.22",,,
120889,90064511,643000,Other Expenses Exclu,"$ (4,655.42)",,,
120889,90064511,652000,Travel Domestic,"$ 4,668.77",,,
120889,90064511,652100,Travel Foreign,"$ 75,302.31",,,
120889,90064511,690007,Recharge,"$ 27,707.50",,,
120889,90064511,699999,Facilities & Admin C,"$ 50,487.71",,,
120889,90064554,610000,Salaries & Wages,"$ 6,987.21",,,
120889,90064554,620000,Fringe Benefits,$ 859.66,,,
120889,90064554,630000,Supplies & Materials,$ 61.08,,,
120889,90064554,637000,Repairs & Maintenanc,$ 2.18,,,
120889,90064554,640102,Leased Facilities Ex,$ 60.41,,,
120889,90064554,640300,Contractual Services,"$ 2,825.88",,,
120889,90064554,641400,Telecommunications,$ 65.72,,,
120889,90064554,642500,Other Expenses,$ 942.91,,,
120889,90064554,652000,Travel Domestic,$ 77.19,,,
120889,90064554,652100,Travel Foreign,"$ 1,791.16",,,
120889,90064554,690007,Recharge,"$ 1,367.34",,,
120889,90064554,699999,Facilities & Admin C,"$ 2,546.66",,,
120889,90064557,610000,Salaries & Wages,"$ 2,231.58",,,
120889,90064557,620000,Fringe Benefits,$ 260.87,,,
120889,90064557,630000,Supplies & Materials,$ 87.28,,,
120889,90064557,637000,Repairs & Maintenanc,$ 0.73,,,
120889,90064557,640102,Leased Facilities Ex,$ 24.48,,,
120889,90064557,640300,Contractual Services,$ 377.47,,,
120889,90064557,641400,Telecommunications,$ 26.54,,,
120889,90064557,642500,Other Expenses,$ 46.73,,,
120889,90064557,652100,Travel Foreign,$ 187.46,,,
120889,90064557,690007,Recharge,$ 324.31,,,
120889,90064557,699999,Facilities & Admin C,$ 602.30,,,
120889,90064559,610000,Salaries & Wages,"$ 16,238.42",,,
120889,90064559,620000,Fringe Benefits,"$ 1,316.53",,,
120889,90064559,630000,Supplies & Materials,$ 188.40,,,
120889,90064559,637000,Repairs & Maintenanc,$ (564.97),,,
120889,90064559,640102,Leased Facilities Ex,$ 125.57,,,
120889,90064559,640300,Contractual Services,$ 488.95,,,
120889,90064559,641400,Telecommunications,$ 841.95,,,
120889,90064559,642500,Other Expenses,$ 459.49,,,
120889,90064559,652100,Travel Foreign,$ 855.83,,,
120889,90064559,690007,Recharge,"$ 1,995.03",,,
120889,90064559,699999,Facilities & Admin C,"$ 3,709.33",,,
120889,90067722,610000,Salaries & Wages,"$ 5,917.18",,,
120889,90067722,620000,Fringe Benefits,$ 865.66,,,
120889,90067722,630000,Supplies & Materials,$ 30.78,,,
120889,90067722,637000,Repairs & Maintenanc,$ 1.45,,,
120889,90067722,640102,Leased Facilities Ex,$ 57.52,,,
120889,90067722,640300,Contractual Services,"$ 1,718.73",,,
120889,90067722,641400,Telecommunications,$ 62.85,,,
120889,90067722,642500,Other Expenses,$ 55.50,,,
120889,90067722,643000,Other Expenses Exclu,$ 6.98,,,
120889,90067722,652100,Travel Foreign,$ 451.95,,,
120889,90067722,690007,Recharge,$ 916.86,,,
120889,90067722,699999,Facilities & Admin C,"$ 1,703.57",,,
120889,90075032,610000,Salaries & Wages,"$ 8,946.66",,,
120889,90075032,620000,Fringe Benefits,"$ 1,239.51",,,
120889,90075032,630000,Supplies & Materials,$ 38.33,,,
120889,90075032,637000,Repairs & Maintenanc,$ 5.81,,,
120889,90075032,640102,Leased Facilities Ex,$ 141.40,,,
120889,90075032,640300,Contractual Services,$ 229.30,,,
120889,90075032,641400,Telecommunications,$ 90.25,,,
120889,90075032,642500,Other Expenses,$ 328.11,,,
120889,90075032,652100,Travel Foreign,$ 541.76,,,
120889,90075032,690007,Recharge,"$ 1,156.12",,,
120889,90075032,699999,Facilities & Admin C,"$ 2,137.89",,,
120889,90076090,610000,Salaries & Wages,"$ 17,582.47",,,
120889,90076090,620000,Fringe Benefits,"$ 2,649.42",,,
120889,90076090,630000,Supplies & Materials,$ 492.84,,,
120889,90076090,637000,Repairs & Maintenanc,$ 112.73,,,
120889,90076090,640102,Leased Facilities Ex,$ 137.15,,,
120889,90076090,640300,Contractual Services,"$ 1,625.32",,,
120889,90076090,641400,Telecommunications,$ 199.34,,,
120889,90076090,642500,Other Expenses,"$ 1,940.37",,,
120889,90076090,652000,Travel Domestic,$ 977.30,,,
120889,90076090,652100,Travel Foreign,"$ 2,660.33",,,
120889,90076090,690007,Recharge,"$ 2,837.74",,,
120889,90076090,699999,Facilities & Admin C,"$ 5,283.24",,,
120889,90081401,610000,Salaries & Wages,$ (160.58),,,
120889,90081401,612000,Administrative Salar,$ 98.18,,,
120889,90081401,620000,Fringe Benefits,$ (21.22),,,
120889,90081401,690007,Recharge,$ (8.36),,,
120889,90081401,699999,Facilities & Admin C,$ (15.64),,,
120889,96017561,642400,Subaward,"$ 81,456.47",,,
120889,96018380,642400,Subaward,"$ 6,387.31",,,
120889,96018380,690007,Recharge,$ 638.73,,,
120889,96018380,699999,Facilities & Admin C,$ 108.59,,,
120889,96018381,642400,Subaward,"$ 27,862.72",,,
120889,96018381,690007,Recharge,"$ 2,786.27",,,
120889,96018381,699999,Facilities & Admin C,$ 473.67,,,
120889,96019537,642400,Subaward,"$ 12,702.75",,,
120889,96019537,690007,Recharge,"$ 1,270.28",,,
120889,96019537,699999,Facilities & Admin C,$ 215.95,,,
120889,96019943,642400,Subaward,"$ 5,364.44",,,
120889,96019943,690007,Recharge,$ 536.45,,,
120889,96019943,699999,Facilities & Admin C,$ 91.20,,,
120901,90068403,610000,Salaries & Wages,$ 285.94,,,
120901,90068403,612000,Administrative Salar,$ 269.73,,,
120901,90068403,620000,Fringe Benefits,$ 188.93,,,
120901,90068403,640300,Contractual Services,$ 422.01,,,
120901,90068403,642500,Other Expenses,$ 2.75,,,
120901,90068403,652100,Travel Foreign,$ 735.90,,,
120901,90068403,690007,Recharge,$ 190.52,,,
120901,90068403,699999,Facilities & Admin C,$ 356.29,,,
120901,90081872,610000,Salaries & Wages,"$ 9,676.43",,,
120901,90081872,620000,Fringe Benefits,"$ 3,131.00",,,
120901,90081872,630000,Supplies & Materials,$ 763.87,,,
120901,90081872,637000,Repairs & Maintenanc,$ 23.55,,,
120901,90081872,640102,Leased Facilities Ex,"$ 1,259.92",,,
120901,90081872,640300,Contractual Services,"$ 2,358.92",,,
120901,90081872,641400,Telecommunications,$ 410.89,,,
120901,90081872,642500,Other Expenses,$ 287.05,,,
120901,90081872,643000,Other Expenses Exclu,$ 65.10,,,
120901,90081872,652100,Travel Foreign,$ 657.15,,,
120901,90081872,690007,Recharge,"$ 1,863.39",,,
120901,90081872,699999,Facilities & Admin C,"$ 3,259.28",,,
121416,90073169,610000,Salaries & Wages,"$ 2,363.43",,,
121416,90073169,620000,Fringe Benefits,$ 552.17,,,
121416,90073169,642500,Other Expenses,$ 12.29,,,
121416,90073169,652000,Travel Domestic,$ 48.75,,,
121416,90073169,690007,Recharge,$ 297.67,,,
121416,90073170,642500,Other Expenses,$ 190.69,,,
121416,90073170,652000,Travel Domestic,"$ 1,594.86",,,
121416,90073170,652100,Travel Foreign,"$ 3,108.39",,,
121416,90073170,690007,Recharge,$ 489.40,,,
121423,90065485,610000,Salaries & Wages,$ 36.90,,,
121423,90065485,612000,Administrative Salar,$ 137.88,,,
121423,90065485,620000,Fringe Benefits,$ 57.34,,,
121423,90065485,690007,Recharge,$ 23.22,,,
121423,90065485,699999,Facilities & Admin C,$ 43.41,,,
121423,90065487,610000,Salaries & Wages,"$ 2,220.84",,,
121423,90065487,620000,Fringe Benefits,"$ 1,479.72",,,
121423,90065487,630000,Supplies & Materials,$ 168.76,,,
121423,90065487,637000,Repairs & Maintenanc,$ 80.22,,,
121423,90065487,640102,Leased Facilities Ex,$ 355.10,,,
121423,90065487,640300,Contractual Services,$ 714.93,,,
121423,90065487,641400,Telecommunications,$ 80.19,,,
121423,90065487,642500,Other Expenses,$ 39.89,,,
121423,90065487,643000,Other Expenses Exclu,$ (53.84),,,
121423,90065487,652000,Travel Domestic,"$ 4,170.73",,,
121423,90065487,652100,Travel Foreign,"$ 1,078.42",,,
121423,90065487,690007,Recharge,"$ 1,033.50",,,
121423,90065487,699999,Facilities & Admin C,"$ 1,881.41",,,
121520,90065576,610000,Salaries & Wages,"$ 2,482.76",,,
121520,90065576,612000,Administrative Salar,"$ 2,409.15",,,
121520,90065576,620000,Fringe Benefits,"$ 1,618.03",,,
121520,90065576,640300,Contractual Services,$ 86.21,,,
121520,90065576,690007,Recharge,$ 662.84,,,
121520,90065576,691500,Service Center,$ 32.29,,,
121520,90065576,699999,Facilities & Admin C,$ 331.03,,,
121520,90065577,610000,Salaries & Wages,"$ 5,164.67",,,
121520,90065577,620000,Fringe Benefits,"$ 2,587.41",,,
121520,90065577,641400,Telecommunications,$ 51.80,,,
121520,90065577,642500,Other Expenses,$ 7.37,,,
121520,90065577,652000,Travel Domestic,$ 239.48,,,
121520,90065577,652100,Travel Foreign,$ 820.01,,,
121520,90065577,690007,Recharge,$ 887.07,,,
121520,90065577,699999,Facilities & Admin C,$ 443.01,,,
121520,90065579,610000,Salaries & Wages,"$ 2,752.95",,,
121520,90065579,620000,Fringe Benefits,"$ 1,122.65",,,
121520,90065579,630000,Supplies & Materials,$ 17.43,,,
121520,90065579,640102,Leased Facilities Ex,$ 452.11,,,
121520,90065579,640300,Contractual Services,$ 171.09,,,
121520,90065579,641400,Telecommunications,$ 31.99,,,
121520,90065579,642500,Other Expenses,$ 69.90,,,
121520,90065579,643000,Other Expenses Exclu,$ 17.72,,,
121520,90065579,652000,Travel Domestic,$ 24.76,,,
121520,90065579,652100,Travel Foreign,$ 43.24,,,
121520,90065579,690007,Recharge,$ 470.39,,,
121520,90065579,699999,Facilities & Admin C,$ 213.58,,,
121520,98014248,630000,Supplies & Materials,$ 78.71,,,
121520,98014248,637000,Repairs & Maintenanc,$ 0.32,,,
121520,98014248,640102,Leased Facilities Ex,$ 224.42,,,
121520,98014248,640300,Contractual Services,$ 32.50,,,
121520,98014248,641400,Telecommunications,$ 25.34,,,
121520,98014248,642500,Other Expenses,$ 237.95,,,
121520,98014248,652100,Travel Foreign,$ 9.29,,,
121724,90065916,610000,Salaries & Wages,$ 104.21,,,
121724,90065916,612000,Administrative Salar,$ (13.45),,,
121724,90065916,620000,Fringe Benefits,$ 30.85,,,
121724,90065916,637000,Repairs & Maintenanc,$ 17.75,,,
121724,90065916,690007,Recharge,$ 13.94,,,
121724,90065916,699999,Facilities & Admin C,$ 26.07,,,
121724,90065917,610000,Salaries & Wages,$ 642.24,,,
121724,90065917,620000,Fringe Benefits,$ 151.00,,,
121724,90065917,630000,Supplies & Materials,$ 23.15,,,
121724,90065917,640102,Leased Facilities Ex,$ 26.93,,,
121724,90065917,640300,Contractual Services,$ 8.87,,,
121724,90065917,641400,Telecommunications,$ 44.46,,,
121724,90065917,642500,Other Expenses,$ 5.93,,,
121724,90065917,643000,Other Expenses Exclu,$ (5.36),,,
121724,90065917,652000,Travel Domestic,$ 57.40,,,
121724,90065917,690007,Recharge,$ 95.46,,,
121724,90065917,699999,Facilities & Admin C,$ 174.84,,,
121822,90066235,610000,Salaries & Wages,$ 518.46,,,
121822,90066235,612000,Administrative Salar,$ 41.67,,,
121822,90066235,620000,Fringe Benefits,$ 190.45,,,
121822,90066235,690007,Recharge,$ 75.06,,,
121822,90066235,699999,Facilities & Admin C,$ 140.36,,,
121822,90066236,610000,Salaries & Wages,"$ 3,216.06",,,
121822,90066236,640300,Contractual Services,$ 378.75,,,
121822,90066236,642500,Other Expenses,$ 58.52,,,
121822,90066236,690007,Recharge,$ 365.34,,,
121822,90066236,699999,Facilities & Admin C,$ 683.17,,,
121870,90066430,610000,Salaries & Wages,"$ 1,094.41",,,
121870,90066430,612000,Administrative Salar,$ 257.94,,,
121870,90066430,620000,Fringe Benefits,$ 418.40,,,
121870,90066430,630000,Supplies & Materials,$ 1.41,,,
121870,90066430,640300,Contractual Services,$ 0.77,,,
121870,90066430,642500,Other Expenses,"$ 1,180.00",,,
121870,90066430,643000,Other Expenses Exclu,$ 48.49,,,
121870,90066430,652000,Travel Domestic,$ (104.52),,,
121870,90066430,652100,Travel Foreign,$ 967.43,,,
121870,90066430,690007,Recharge,$ 386.43,,,
121870,90066430,699999,Facilities & Admin C,$ 714.39,,,
121870,90066431,610000,Salaries & Wages,"$ 2,038.78",,,
121870,90066431,620000,Fringe Benefits,"$ 1,062.61",,,
121870,90066431,630000,Supplies & Materials,$ 3.19,,,
121870,90066431,637000,Repairs & Maintenanc,$ 1.31,,,
121870,90066431,640102,Leased Facilities Ex,$ 95.23,,,
121870,90066431,640300,Contractual Services,$ 2.88,,,
121870,90066431,641400,Telecommunications,$ 10.68,,,
121870,90066431,642500,Other Expenses,$ 5.59,,,
121870,90066431,643000,Other Expenses Exclu,$ (162.79),,,
121870,90066431,652100,Travel Foreign,$ 154.91,,,
121870,90066431,690007,Recharge,$ 321.23,,,
121870,90066431,699999,Facilities & Admin C,$ 612.20,,,
121871,90066433,640300,Contractual Services,$ 499.97,,,
121871,90066433,652100,Travel Foreign,$ 201.90,,,
121871,90066433,690007,Recharge,$ 70.19,,,
121871,90066433,699999,Facilities & Admin C,$ 20.85,,,
121999,90066520,610000,Salaries & Wages,$ 577.55,,,
121999,90066520,620000,Fringe Benefits,$ 133.70,,,
121999,90066520,630000,Supplies & Materials,$ 2.97,,,
121999,90066520,637000,Repairs & Maintenanc,$ 1.56,,,
121999,90066520,640102,Leased Facilities Ex,$ 9.07,,,
121999,90066520,640300,Contractual Services,"$ 1,440.51",,,
121999,90066520,641400,Telecommunications,$ 6.28,,,
121999,90066520,642500,Other Expenses,$ 1.16,,,
121999,90066520,652000,Travel Domestic,$ 75.11,,,
121999,90066520,652100,Travel Foreign,$ 425.29,,,
121999,90066520,690007,Recharge,$ 267.32,,,
121999,90066520,699999,Facilities & Admin C,$ 133.09,,,
121999,90066521,610000,Salaries & Wages,"$ 2,567.42",,,
121999,90066521,620000,Fringe Benefits,"$ 1,011.31",,,
121999,90066521,630000,Supplies & Materials,$ 487.89,,,
121999,90066521,637000,Repairs & Maintenanc,$ 0.05,,,
121999,90066521,640102,Leased Facilities Ex,$ 29.37,,,
121999,90066521,640300,Contractual Services,$ 18.04,,,
121999,90066521,641400,Telecommunications,$ 17.26,,,
121999,90066521,642500,Other Expenses,$ 38.27,,,
121999,90066521,652100,Travel Foreign,$ 62.85,,,
121999,90066521,690007,Recharge,$ 423.25,,,
121999,90066521,699999,Facilities & Admin C,$ 210.03,,,
121999,90066560,610000,Salaries & Wages,"$ 1,075.79",,,
121999,90066560,620000,Fringe Benefits,$ 127.75,,,
121999,90066560,640300,Contractual Services,$ 49.50,,,
121999,90066560,652100,Travel Foreign,$ 797.45,,,
121999,90066560,690007,Recharge,$ 205.05,,,
121999,90066560,699999,Facilities & Admin C,$ 102.40,,,
122015,90066562,610000,Salaries & Wages,"$ 6,628.25",,,
122015,90066562,612000,Administrative Salar,$ 484.05,,,
122015,90066562,620000,Fringe Benefits,"$ 2,183.16",,,
122015,90066562,630000,Supplies & Materials,$ 22.94,,,
122015,90066562,690007,Recharge,$ 931.84,,,
122015,90066562,699999,Facilities & Admin C,"$ 1,742.55",,,
122015,90066563,610000,Salaries & Wages,"$ 12,649.39",,,
122015,90066563,620000,Fringe Benefits,"$ 2,915.84",,,
122015,90066563,630000,Supplies & Materials,"$ 1,416.14",,,
122015,90066563,637000,Repairs & Maintenanc,"$ 1,122.26",,,
122015,90066563,640102,Leased Facilities Ex,"$ 3,448.10",,,
122015,90066563,640300,Contractual Services,"$ 4,849.21",,,
122015,90066563,641400,Telecommunications,$ 695.88,,,
122015,90066563,642500,Other Expenses,"$ 3,641.25",,,
122015,90066563,643000,Other Expenses Exclu,$ (72.76),,,
122015,90066563,652000,Travel Domestic,"$ 4,268.80",,,
122015,90066563,652100,Travel Foreign,"$ 1,725.61",,,
122015,90066563,690007,Recharge,"$ 3,665.97",,,
122015,90066563,699999,Facilities & Admin C,"$ 6,281.56",,,
122015,90082521,610000,Salaries & Wages,$ 429.79,,,
122015,90082521,620000,Fringe Benefits,$ 146.13,,,
122015,90082521,690007,Recharge,$ 57.60,,,
122015,90082521,699999,Facilities & Admin C,$ 107.70,,,
122015,90082522,610000,Salaries & Wages,"$ 2,042.66",,,
122015,90082522,620000,Fringe Benefits,$ 464.50,,,
122015,90082522,652100,Travel Foreign,$ 61.00,,,
122015,90082522,690007,Recharge,$ 256.82,,,
122015,90082522,699999,Facilities & Admin C,$ 480.25,,,
122015,96016222,642400,Subaward,"$ 3,574.28",,,
122015,96016222,690007,Recharge,$ 357.43,,,
122015,96016222,699999,Facilities & Admin C,$ 60.76,,,
122015,96019831,642400,Subaward,"$ 5,670.86",,,
122015,96019831,690007,Recharge,$ 567.09,,,
122015,96019831,699999,Facilities & Admin C,$ 578.70,,,
122017,90066627,610000,Salaries & Wages,$ 379.83,,,
122017,90066627,612000,Administrative Salar,$ 27.26,,,
122017,90066627,620000,Fringe Benefits,$ 134.59,,,
122017,90066627,640300,Contractual Services,"$ 10,429.30",,,
122017,90066627,652100,Travel Foreign,$ 37.80,,,
122017,90066627,690007,Recharge,"$ 1,100.88",,,
122017,90066627,699999,Facilities & Admin C,"$ 1,816.45",,,
122017,90066628,610000,Salaries & Wages,"$ 1,657.49",,,
122017,90066628,620000,Fringe Benefits,$ 543.16,,,
122017,90066628,630000,Supplies & Materials,$ 747.72,,,
122017,90066628,640300,Contractual Services,"$ 2,825.84",,,
122017,90066628,642500,Other Expenses,$ 34.61,,,
122017,90066628,652000,Travel Domestic,"$ 3,815.50",,,
122017,90066628,652100,Travel Foreign,$ 884.99,,,
122017,90066628,690007,Recharge,"$ 1,050.93",,,
122017,90066628,699999,Facilities & Admin C,"$ 1,734.03",,,
122596,90074979,610000,Salaries & Wages,$ 121.44,,,
122596,90074979,620000,Fringe Benefits,$ 41.29,,,
122596,90074979,690007,Recharge,$ 16.28,,,
122596,90074980,642500,Other Expenses,$ 7.76,,,
122596,90074980,643000,Other Expenses Exclu,$ 0.00,,,
122596,90074980,690007,Recharge,$ 0.78,,,
122596,90075382,612000,Administrative Salar,$ (46.04),,,
122596,90075382,620000,Fringe Benefits,$ (15.65),,,
122596,90075382,690007,Recharge,$ (6.17),,,
122596,90075383,610000,Salaries & Wages,"$ 1,547.68",,,
122596,90075383,620000,Fringe Benefits,$ 608.55,,,
122596,90075383,630000,Supplies & Materials,"$ 2,964.62",,,
122596,90075383,637000,Repairs & Maintenanc,$ 6.44,,,
122596,90075383,640102,Leased Facilities Ex,$ 212.09,,,
122596,90075383,640300,Contractual Services,"$ 1,146.28",,,
122596,90075383,641400,Telecommunications,$ 61.63,,,
122596,90075383,642500,Other Expenses,"$ 1,136.21",,,
122596,90075383,643000,Other Expenses Exclu,$ (116.55),,,
122596,90075383,652000,Travel Domestic,"$ 3,047.21",,,
122596,90075383,652100,Travel Foreign,$ 352.80,,,
122596,90075383,690007,Recharge,"$ 1,096.70",,,
122596,90075406,610000,Salaries & Wages,$ 134.25,,,
122596,90075406,612000,Administrative Salar,$ (11.51),,,
122596,90075406,620000,Fringe Benefits,$ 41.74,,,
122596,90075406,690007,Recharge,$ 16.44,,,
122596,90075407,610000,Salaries & Wages,$ 958.83,,,
122596,90075407,620000,Fringe Benefits,$ 377.01,,,
122596,90075407,630000,Supplies & Materials,$ 33.73,,,
122596,90075407,640102,Leased Facilities Ex,$ 96.10,,,
