Grant,Sponsored Program,Sponsored Class number,sponsored class name,Total Revenue or Expense
119908,90063015,641400,Telecommunications,$ 235.40
119908,90063015,642500,Other Expenses,$ 175.87
119908,90063015,643000,Other Expenses Exclu,$ (779.43)
119908,90063015,652000,Travel Domestic,$ 231.04
119908,90063015,652100,Travel Foreign,$ 332.02
119908,90063015,690007,Recharge,$ 548.20
119908,90063015,699999,Facilities & Admin C,"$ 1,759.73"
119908,90078207,610000,Salaries & Wages,"$ 4,856.33"
119908,90078207,620000,Fringe Benefits,"$ 3,127.73"
119908,90078207,630000,Supplies & Materials,$ 842.92
119908,90078207,637000,Repairs & Maintenanc,$ 4.29
119908,90078207,640102,Leased Facilities Ex,$ 59.17
119908,90078207,640300,Contractual Services,"$ 2,098.82"
119908,90078207,641400,Telecommunications,$ 90.44
119908,90078207,642500,Other Expenses,"$ 1,627.52"
119908,90078207,643000,Other Expenses Exclu,$ (59.55)
119908,90078207,652000,Travel Domestic,"$ 3,330.60"
119908,90078207,652100,Travel Foreign,"$ 1,409.83"
119908,90078207,690007,Recharge,"$ 1,700.89"
119908,90078207,699999,Facilities & Admin C,"$ 4,008.77"
120010,90063136,610000,Salaries & Wages,$ 525.05
120010,90063136,612000,Administrative Salar,$ 20.11
120010,90063136,620000,Fringe Benefits,$ 160.23
120010,90063136,643000,Other Expenses Exclu,$ 89.62
120010,90063136,690007,Recharge,$ 51.05
120010,90063136,699999,Facilities & Admin C,$ 158.84
120010,90063137,610000,Salaries & Wages,"$ 2,340.64"
120010,90063137,620000,Fringe Benefits,$ 688.85
120010,90063137,630000,Supplies & Materials,$ 42.63
120010,90063137,637000,Repairs & Maintenanc,$ 332.03
120010,90063137,640102,Leased Facilities Ex,$ 167.83
120010,90063137,640300,Contractual Services,$ 485.21
120010,90063137,641400,Telecommunications,"$ 1,353.60"
120010,90063137,642500,Other Expenses,$ 39.65
120010,90063137,643000,Other Expenses Exclu,$ 470.98
120010,90063137,652000,Travel Domestic,"$ 2,187.29"
120010,90063137,652100,Travel Foreign,"$ 3,486.52"
120010,90063137,690007,Recharge,$ 824.40
120010,90063137,699999,Facilities & Admin C,"$ 2,473.98"
120018,90068387,690007,Recharge,$ 0.06
120018,90068387,699999,Facilities & Admin C,$ 0.01
120018,90068388,690007,Recharge,$ 0.06
120018,90068388,699999,Facilities & Admin C,$ 0.01
120018,90068389,690007,Recharge,$ 0.07
120018,90068389,699999,Facilities & Admin C,$ 0.02
120018,90071088,690007,Recharge,$ 0.35
120018,90071088,699999,Facilities & Admin C,$ 0.07
120018,90073720,612000,Administrative Salar,$ 210.88
120018,90073720,620000,Fringe Benefits,$ 71.70
120018,90073720,690007,Recharge,$ 41.77
120018,90073720,699999,Facilities & Admin C,$ 68.12
120018,90073722,690007,Recharge,$ (34.01)
120018,90073722,699999,Facilities & Admin C,$ (7.14)
120018,90073723,610000,Salaries & Wages,"$ 14,855.45"
120018,90073723,620000,Fringe Benefits,"$ 4,758.86"
120018,90073723,630000,Supplies & Materials,$ 152.93
120018,90073723,637000,Repairs & Maintenanc,$ 1.51
120018,90073723,640102,Leased Facilities Ex,"$ 2,955.24"
120018,90073723,640300,Contractual Services,"$ 5,977.01"
120018,90073723,641400,Telecommunications,$ 581.18
120018,90073723,642500,Other Expenses,"$ 1,298.20"
120018,90073723,643000,Other Expenses Exclu,$ 188.91
120018,90073723,652000,Travel Domestic,$ 103.29
120018,90073723,652100,Travel Foreign,"$ 2,376.94"
120018,90073723,690007,Recharge,"$ 2,907.75"
120018,90073723,699999,Facilities & Admin C,"$ 6,932.75"
120018,90075605,610000,Salaries & Wages,"$ 2,214.25"
120018,90075605,690007,Recharge,$ 199.46
120018,90075605,699999,Facilities & Admin C,$ 506.88
120121,90063331,610000,Salaries & Wages,"$ 9,526.34"
120121,90063331,612000,Administrative Salar,"$ 3,369.96"
120121,90063331,620000,Fringe Benefits,"$ 4,384.71"
120121,90063331,643000,Other Expenses Exclu,"$ 2,098.50"
120121,90063331,652100,Travel Foreign,"$ 2,462.35"
120121,90063331,690007,Recharge,"$ 2,028.53"
120121,90063331,699999,Facilities & Admin C,"$ 4,572.09"
120121,90063332,610000,Salaries & Wages,$ 621.55
120121,90063332,620000,Fringe Benefits,$ 158.01
120121,90063332,630000,Supplies & Materials,$ 608.47
120121,90063332,640300,Contractual Services,$ 680.45
120121,90063332,642500,Other Expenses,"$ 1,402.01"
120121,90063332,643000,Other Expenses Exclu,$ (0.29)
120121,90063332,652000,Travel Domestic,$ 371.17
120121,90063332,652100,Travel Foreign,"$ 3,306.44"
120121,90063332,690000,Cost Overrun,"$ (4,673.51)"
120121,90063332,690007,Recharge,$ 206.45
120121,90063332,699999,Facilities & Admin C,$ 563.01
120121,90067138,610000,Salaries & Wages,"$ 15,184.81"
120121,90067138,620000,Fringe Benefits,"$ 5,981.30"
120121,90067138,630000,Supplies & Materials,$ 449.45
120121,90067138,637000,Repairs & Maintenanc,$ 11.16
120121,90067138,640102,Leased Facilities Ex,"$ 1,921.86"
120121,90067138,640300,Contractual Services,"$ 3,688.02"
120121,90067138,641400,Telecommunications,$ 219.01
120121,90067138,642500,Other Expenses,"$ 1,564.80"
120121,90067138,643000,Other Expenses Exclu,$ 78.33
120121,90067138,652000,Travel Domestic,"$ 10,144.14"
120121,90067138,652100,Travel Foreign,"$ 5,156.31"
120121,90067138,690007,Recharge,"$ 3,979.01"
120121,90067138,699999,Facilities & Admin C,"$ 9,739.38"
120121,90067139,610000,Salaries & Wages,"$ 2,167.59"
120121,90067139,612000,Administrative Salar,$ (268.11)
120121,90067139,620000,Fringe Benefits,$ 645.84
120121,90067139,690007,Recharge,$ 218.58
120121,90067139,699999,Facilities & Admin C,$ 580.40
120121,90067140,610000,Salaries & Wages,"$ 115,166.12"
120121,90067140,620000,Fringe Benefits,"$ 61,744.58"
120121,90067140,630000,Supplies & Materials,"$ 10,285.69"
120121,90067140,637000,Repairs & Maintenanc,"$ 1,716.17"
120121,90067140,640102,Leased Facilities Ex,"$ 8,766.38"
120121,90067140,640300,Contractual Services,"$ 43,711.06"
120121,90067140,641400,Telecommunications,"$ 5,952.29"
120121,90067140,642500,Other Expenses,"$ 5,649.94"
120121,90067140,643000,Other Expenses Exclu,"$ (3,715.26)"
120121,90067140,652000,Travel Domestic,"$ 60,226.07"
120121,90067140,652100,Travel Foreign,"$ 17,402.24"
120121,90067140,690007,Recharge,"$ 27,462.23"
120121,90067140,699999,Facilities & Admin C,"$ 73,356.44"
120121,90067141,610000,Salaries & Wages,"$ 5,545.42"
120121,90067141,612000,Administrative Salar,"$ 1,852.16"
120121,90067141,620000,Fringe Benefits,"$ 2,303.04"
120121,90067141,630000,Supplies & Materials,"$ 1,219.07"
120121,90067141,640102,Leased Facilities Ex,$ 714.00
120121,90067141,642500,Other Expenses,$ 515.80
120121,90067141,652100,Travel Foreign,$ 69.98
120121,90067141,690007,Recharge,"$ 1,002.19"
120121,90067141,699999,Facilities & Admin C,"$ 2,626.61"
120121,90067142,610000,Salaries & Wages,"$ 115,489.06"
120121,90067142,620000,Fringe Benefits,"$ 30,334.73"
120121,90067142,630000,Supplies & Materials,"$ 6,998.47"
120121,90067142,637000,Repairs & Maintenanc,"$ 1,080.64"
120121,90067142,640102,Leased Facilities Ex,"$ 4,915.68"
120121,90067142,640300,Contractual Services,"$ 3,031.00"
120121,90067142,640500,Consultant,$ (313.59)
120121,90067142,641400,Telecommunications,"$ 3,642.55"
120121,90067142,642500,Other Expenses,"$ 3,339.86"
120121,90067142,643000,Other Expenses Exclu,"$ 1,009.22"
120121,90067142,652000,Travel Domestic,$ 602.74
120121,90067142,652100,Travel Foreign,"$ 10,754.64"
120121,90067142,690000,Cost Overrun,"$ (45,584.39)"
120121,90067142,690007,Recharge,"$ 11,666.21"
120121,90067142,699999,Facilities & Admin C,"$ 29,618.79"
120121,90067143,610000,Salaries & Wages,"$ 1,703.12"
120121,90067143,612000,Administrative Salar,"$ 5,487.35"
120121,90067143,620000,Fringe Benefits,"$ 2,459.83"
120121,90067143,630000,Supplies & Materials,$ 408.55
120121,90067143,640500,Consultant,$ (76.40)
120121,90067143,643000,Other Expenses Exclu,$ 137.50
120121,90067143,652100,Travel Foreign,"$ 1,048.41"
120121,90067143,690007,Recharge,"$ 1,084.14"
120121,90067143,699999,Facilities & Admin C,"$ 2,544.17"
120121,90077527,610000,Salaries & Wages,"$ 1,127.53"
120121,90077527,620000,Fringe Benefits,$ 383.38
120121,90077527,690007,Recharge,$ 135.02
120121,90077527,699999,Facilities & Admin C,$ 345.62
120121,90077528,610000,Salaries & Wages,"$ 5,633.15"
120121,90077528,620000,Fringe Benefits,"$ 2,218.90"
120121,90077528,640300,Contractual Services,$ 136.38
120121,90077528,641400,Telecommunications,$ 14.44
120121,90077528,642500,Other Expenses,$ 196.19
120121,90077528,643000,Other Expenses Exclu,$ (1.21)
120121,90077528,652000,Travel Domestic,"$ 1,686.87"
120121,90077528,652100,Travel Foreign,$ 922.94
120121,90077528,690007,Recharge,$ 959.58
120121,90077528,699999,Facilities & Admin C,"$ 2,471.37"
120121,90077529,610000,Salaries & Wages,"$ 2,446.95"
120121,90077529,620000,Fringe Benefits,$ 831.96
120121,90077529,690007,Recharge,$ 291.39
120121,90077529,699999,Facilities & Admin C,$ 749.72
120121,90077530,610000,Salaries & Wages,"$ 5,112.22"
120121,90077530,620000,Fringe Benefits,"$ 2,958.11"
120121,90077530,630000,Supplies & Materials,$ 339.73
120121,90077530,637000,Repairs & Maintenanc,$ 10.00
120121,90077530,640102,Leased Facilities Ex,$ 110.25
120121,90077530,640300,Contractual Services,"$ 2,691.53"
120121,90077530,641400,Telecommunications,$ 215.52
120121,90077530,642500,Other Expenses,$ 457.58
120121,90077530,643000,Other Expenses Exclu,$ (79.96)
120121,90077530,652000,Travel Domestic,"$ 5,164.78"
120121,90077530,652100,Travel Foreign,"$ 1,911.16"
120121,90077530,690007,Recharge,"$ 1,722.34"
120121,90077530,699999,Facilities & Admin C,"$ 4,322.43"
120121,90077531,610000,Salaries & Wages,"$ 4,793.88"
120121,90077531,612000,Administrative Salar,"$ 3,091.97"
120121,90077531,620000,Fringe Benefits,"$ 2,681.20"
120121,90077531,630000,Supplies & Materials,$ 93.75
120121,90077531,641400,Telecommunications,$ 10.50
120121,90077531,652100,Travel Foreign,$ 334.43
120121,90077531,690007,Recharge,$ 975.26
120121,90077531,699999,Facilities & Admin C,"$ 2,516.01"
120121,90077532,610000,Salaries & Wages,"$ 22,142.16"
120121,90077532,620000,Fringe Benefits,"$ 3,784.83"
120121,90077532,630000,Supplies & Materials,"$ 3,195.91"
120121,90077532,637000,Repairs & Maintenanc,$ 31.68
120121,90077532,640102,Leased Facilities Ex,$ 516.03
120121,90077532,640300,Contractual Services,"$ 12,176.36"
120121,90077532,641400,Telecommunications,$ 238.03
120121,90077532,642500,Other Expenses,$ 703.17
120121,90077532,643000,Other Expenses Exclu,"$ (1,066.95)"
120121,90077532,652100,Travel Foreign,"$ 9,467.45"
120121,90077532,653400,Equipment,"$ 4,220.24"
120121,90077532,690007,Recharge,"$ 5,440.34"
120121,90077532,699999,Facilities & Admin C,"$ 12,007.77"
120121,90079005,610000,Salaries & Wages,"$ 7,258.93"
120121,90079005,620000,Fringe Benefits,"$ 2,859.30"
120121,90079005,630000,Supplies & Materials,$ 0.30
120121,90079005,637000,Repairs & Maintenanc,$ 0.16
120121,90079005,640300,Contractual Services,$ 53.34
120121,90079005,641400,Telecommunications,$ 10.17
120121,90079005,642500,Other Expenses,$ 12.03
120121,90079005,643000,Other Expenses Exclu,$ (0.00)
120121,90079005,652000,Travel Domestic,$ 685.36
120121,90079005,652100,Travel Foreign,$ 398.21
120121,90079005,690007,Recharge,"$ 1,085.01"
120121,90079005,699999,Facilities & Admin C,"$ 2,596.19"
120121,90079272,690007,Recharge,$ (398.55)
120121,90079272,699999,Facilities & Admin C,$ (83.70)
120121,96019174,642400,Subaward,"$ 2,303.00"
120121,96019174,690007,Recharge,$ (23.10)
120121,96019174,699999,Facilities & Admin C,$ (4.85)
120121,96019944,642400,Subaward,"$ 20,935.50"
120121,96019944,690007,Recharge,"$ 2,093.55"
120121,96019944,699999,Facilities & Admin C,"$ 1,752.15"
120194,90063374,630000,Supplies & Materials,$ (8.97)
120194,90063374,690007,Recharge,$ (1.08)
120194,90063374,699999,Facilities & Admin C,$ (1.89)
120385,90063727,690007,Recharge,$ 11.86
120385,90063727,699999,Facilities & Admin C,$ 2.49
120385,90063882,690007,Recharge,$ (0.01)
120385,90063882,699999,Facilities & Admin C,$ (0.00)
120385,90063883,690007,Recharge,$ (0.04)
120385,90063883,699999,Facilities & Admin C,$ (0.01)
120385,90066760,690007,Recharge,$ (1.52)
120385,90066760,699999,Facilities & Admin C,$ (0.32)
120392,90063620,610000,Salaries & Wages,"$ 7,427.67"
120392,90063620,612000,Administrative Salar,"$ 1,510.50"
120392,90063620,620000,Fringe Benefits,"$ 2,889.30"
120392,90063620,630000,Supplies & Materials,$ 99.35
120392,90063620,640300,Contractual Services,$ 56.68
120392,90063620,641400,Telecommunications,"$ 6,375.00"
120392,90063620,642500,Other Expenses,$ 0.22
120392,90063620,652000,Travel Domestic,$ 13.71
120392,90063620,652100,Travel Foreign,"$ 3,030.29"
120392,90063620,690007,Recharge,"$ 1,999.08"
120392,90063620,699999,Facilities & Admin C,"$ 4,914.39"
120392,90063621,610000,Salaries & Wages,"$ 63,443.96"
120392,90063621,620000,Fringe Benefits,"$ 45,649.31"
120392,90063621,630000,Supplies & Materials,"$ 2,705.51"
120392,90063621,637000,Repairs & Maintenanc,"$ 1,190.75"
120392,90063621,640102,Leased Facilities Ex,"$ 3,020.49"
120392,90063621,640300,Contractual Services,"$ 6,317.43"
120392,90063621,641400,Telecommunications,"$ 2,426.80"
120392,90063621,642500,Other Expenses,"$ 1,787.22"
120392,90063621,643000,Other Expenses Exclu,$ (58.75)
120392,90063621,652100,Travel Foreign,"$ 4,191.00"
120392,90063621,690007,Recharge,"$ 12,606.81"
120392,90063621,699999,Facilities & Admin C,"$ 29,466.93"
120392,90081619,640300,Contractual Services,"$ 5,714.22"
120392,90081619,642500,Other Expenses,$ 914.28
120392,90081619,690007,Recharge,$ 662.85
120392,90081619,699999,Facilities & Admin C,"$ 1,531.19"
120392,96020232,642400,Subaward,"$ 1,075.00"
120392,96020232,690007,Recharge,$ 107.50
120392,96020232,699999,Facilities & Admin C,$ 248.33
120820,90064368,610000,Salaries & Wages,"$ 4,821.85"
120820,90064368,612000,Administrative Salar,$ 583.53
120820,90064368,620000,Fringe Benefits,"$ 1,667.43"
120820,90064368,630000,Supplies & Materials,$ 429.38
120820,90064368,642500,Other Expenses,$ 25.00
120820,90064368,690007,Recharge,$ 695.91
120820,90064368,699999,Facilities & Admin C,"$ 1,726.88"
120820,90064369,610000,Salaries & Wages,"$ 19,474.64"
120820,90064369,620000,Fringe Benefits,"$ 5,818.41"
120820,90064369,630000,Supplies & Materials,$ 992.73
120820,90064369,637000,Repairs & Maintenanc,$ 351.22
120820,90064369,640102,Leased Facilities Ex,$ 997.87
120820,90064369,640300,Contractual Services,$ 616.83
120820,90064369,641400,Telecommunications,"$ 1,952.77"
120820,90064369,642500,Other Expenses,$ 425.98
120820,90064369,643000,Other Expenses Exclu,$ (476.72)
120820,90064369,652100,Travel Foreign,"$ 2,093.75"
120820,90064369,690007,Recharge,"$ 2,935.13"
120820,90064369,699999,Facilities & Admin C,"$ 7,278.91"
120889,90064510,610000,Salaries & Wages,"$ 36,000.76"
120889,90064510,612000,Administrative Salar,"$ 6,327.36"
120889,90064510,620000,Fringe Benefits,"$ 13,066.49"
120889,90064510,642500,Other Expenses,$ (24.45)
120889,90064510,652000,Travel Domestic,$ 123.77
120889,90064510,652100,Travel Foreign,$ 465.13
120889,90064510,690007,Recharge,"$ 3,902.76"
120889,90064510,699999,Facilities & Admin C,"$ 10,176.52"
120889,90064511,610000,Salaries & Wages,"$ 677,538.11"
120889,90064511,620000,Fringe Benefits,"$ 100,999.62"
120889,90064511,630000,Supplies & Materials,"$ 75,478.32"
120889,90064511,637000,Repairs & Maintenanc,"$ 37,829.22"
120889,90064511,640102,Leased Facilities Ex,"$ 32,918.75"
120889,90064511,640300,Contractual Services,"$ (11,793.12)"
120889,90064511,641400,Telecommunications,"$ 11,455.09"
120889,90064511,642500,Other Expenses,"$ 44,006.51"
120889,90064511,643000,Other Expenses Exclu,"$ (12,820.17)"
120889,90064511,652000,Travel Domestic,"$ 33,410.80"
120889,90064511,652100,Travel Foreign,"$ 207,565.46"
120889,90064511,690007,Recharge,"$ 105,069.81"
120889,90064511,699999,Facilities & Admin C,"$ 217,865.19"
120889,90064554,610000,Salaries & Wages,"$ 25,872.90"
120889,90064554,620000,Fringe Benefits,"$ 4,710.84"
120889,90064554,630000,Supplies & Materials,$ 732.88
120889,90064554,637000,Repairs & Maintenanc,$ 9.36
120889,90064554,640102,Leased Facilities Ex,$ 365.15
120889,90064554,640300,Contractual Services,"$ 7,071.10"
120889,90064554,641400,Telecommunications,$ 516.12
120889,90064554,642500,Other Expenses,"$ 4,675.92"
120889,90064554,652000,Travel Domestic,"$ 2,468.11"
120889,90064554,652100,Travel Foreign,"$ 5,615.26"
120889,90064554,690007,Recharge,"$ 5,004.51"
120889,90064554,699999,Facilities & Admin C,"$ 9,635.10"
120889,90064555,690007,Recharge,$ (0.08)
120889,90064555,699999,Facilities & Admin C,$ (0.01)
120889,90064557,610000,Salaries & Wages,"$ 6,041.99"
120889,90064557,620000,Fringe Benefits,"$ 1,673.95"
120889,90064557,630000,Supplies & Materials,$ 994.90
120889,90064557,637000,Repairs & Maintenanc,$ 3.17
120889,90064557,640102,Leased Facilities Ex,$ 200.52
120889,90064557,640300,Contractual Services,"$ 1,837.70"
120889,90064557,641400,Telecommunications,$ 187.20
120889,90064557,642500,Other Expenses,"$ 1,522.72"
120889,90064557,652100,Travel Foreign,$ 328.17
120889,90064557,690007,Recharge,"$ 1,183.26"
120889,90064557,699999,Facilities & Admin C,"$ 2,341.44"
120889,90064558,640102,Leased Facilities Ex,$ 96.83
120889,90064558,642500,Other Expenses,$ 4.81
120889,90064558,690007,Recharge,$ (60.78)
120889,90064558,699999,Facilities & Admin C,$ (9.52)
120889,90064559,610000,Salaries & Wages,"$ 65,946.60"
120889,90064559,620000,Fringe Benefits,"$ 8,642.92"
120889,90064559,630000,Supplies & Materials,"$ 4,475.92"
120889,90064559,637000,Repairs & Maintenanc,$ (552.78)
120889,90064559,640102,Leased Facilities Ex,"$ 1,061.78"
120889,90064559,640300,Contractual Services,"$ 2,699.89"
120889,90064559,641400,Telecommunications,"$ 5,270.57"
120889,90064559,642500,Other Expenses,"$ 3,363.61"
120889,90064559,652000,Travel Domestic,$ 160.73
120889,90064559,652100,Travel Foreign,"$ 4,181.49"
120889,90064559,690007,Recharge,"$ 7,844.86"
120889,90064559,699999,Facilities & Admin C,"$ 17,345.75"
120889,90064918,642500,Other Expenses,$ 10.88
120889,90064918,652100,Travel Foreign,$ 76.44
120889,90064918,690007,Recharge,$ (63.22)
120889,90064918,699999,Facilities & Admin C,$ 4.10
120889,90064919,690007,Recharge,$ (0.08)
120889,90064919,699999,Facilities & Admin C,$ (0.01)
120889,90064921,690007,Recharge,$ 26.04
120889,90064921,699999,Facilities & Admin C,$ 4.43
120889,90067722,610000,Salaries & Wages,"$ 24,130.33"
120889,90067722,620000,Fringe Benefits,"$ 4,525.26"
120889,90067722,630000,Supplies & Materials,$ 227.24
120889,90067722,637000,Repairs & Maintenanc,$ 8.42
120889,90067722,640102,Leased Facilities Ex,$ 463.64
120889,90067722,640300,Contractual Services,"$ 6,515.28"
120889,90067722,641400,Telecommunications,$ 420.72
120889,90067722,642500,Other Expenses,"$ 3,501.27"
120889,90067722,643000,Other Expenses Exclu,$ 6.98
120889,90067722,652000,Travel Domestic,$ 92.63
120889,90067722,652100,Travel Foreign,"$ 3,900.66"
120889,90067722,690007,Recharge,"$ 3,960.13"
120889,90067722,699999,Facilities & Admin C,"$ 8,037.95"
120889,90074248,690007,Recharge,$ (0.14)
120889,90074248,699999,Facilities & Admin C,$ (0.02)
